cell_type	cell_id	length	radius	pos_x	pos_y	pos_z	ori_x	ori_y	ori_z	lower_link	upper_link
ChainingRodShaped	3873	2.06472	0.5	-27.0138	33.634	0	0.407052	0.913405	0	None	None
ChainingRodShaped	3735	4.59693	0.5	-19.2647	32.7483	0	-0.730347	-0.683077	0	None	None
ChainingRodShaped	3733	3.73022	0.5	20.3478	33.6356	0	0.254055	0.96719	0	3734	None
ChainingRodShaped	3731	3.11184	0.5	-6.75689	32.0119	0	0.693131	0.720812	0	3732	None
ChainingRodShaped	3803	3.40629	0.5	1.3631	25.1337	0	-0.705066	-0.709142	0	None	None
ChainingRodShaped	3757	4.71574	0.5	28.1876	43.7031	0	0.993153	0.116817	0	None	None
ChainingRodShaped	3725	4.21402	0.5	-19.1493	24.7121	0	-0.734253	-0.678876	0	3726	None
ChainingRodShaped	3819	2.7756	0.5	-1.82222	26.5209	0	-0.173042	0.984914	0	None	None
ChainingRodShaped	3721	3.51656	0.5	16.6796	35.6732	0	0.96877	-0.247963	0	3722	None
ChainingRodShaped	3719	2.9138	0.5	27.6655	49.9292	0	-0.498407	-0.866943	0	3720	None
ChainingRodShaped	3793	3.70206	0.5	-24.3547	42.3379	0	0.359095	-0.933301	0	None	None
ChainingRodShaped	3715	3.12175	0.5	41.4798	47.4978	0	0.440887	0.897563	0	3716	None
ChainingRodShaped	3713	3.72684	0.5	-16.3245	38.6475	0	0.048053	-0.998845	0	3714	None
ChainingRodShaped	3845	2.70014	0.5	-18.0086	50.0782	0	0.20843	0.978037	0	None	None
ChainingRodShaped	3853	2.70528	0.5	22.7833	23.6238	0	0.506173	-0.862432	0	None	None
ChainingRodShaped	3707	3.5562	0.5	-33.6236	48.3107	0	0.983948	0.178455	0	3708	None
ChainingRodShaped	3705	2.8868	0.5	0.0997542	36.983	0	-0.332225	0.9432	0	3706	None
ChainingRodShaped	3703	4.98303	0.5	31.4498	37.9013	0	-0.311129	0.950368	0	None	None
ChainingRodShaped	3837	2.59775	0.5	-9.74868	42.1932	0	-0.90667	-0.421841	0	None	None
ChainingRodShaped	3763	4.72517	0.5	-35.9221	42.5742	0	-0.981941	0.18919	0	None	None
