cell_type	cell_id	length	radius	pos_x	pos_y	pos_z	ori_x	ori_y	ori_z	lower_link	upper_link
ChainingRodShaped	7726	2.45998	0.5	32.2233	-1.30554	0	-0.120931	-0.992661	0	7727	None
ChainingRodShaped	8486	2.76922	0.5	-32.5416	18.1473	0	0.752289	-0.658834	0	None	None
ChainingRodShaped	8860	2.05433	0.5	17.3789	12.6268	0	-0.892643	-0.450764	0	None	None
ChainingRodShaped	7296	3.7938	0.5	-34.7689	42.692	0	0.970096	0.24272	0	None	None
ChainingRodShaped	6872	3.4906	0.5	6.3111	56.3685	0	0.999994	-0.00337214	0	6873	None
ChainingRodShaped	7888	3.06341	0.5	-8.00762	29.6942	0	0.833824	0.552031	0	None	None
ChainingRodShaped	8454	2.34239	0.5	-16.6217	46.3355	0	0.885592	0.464464	0	8455	None
ChainingRodShaped	7348	3.86907	0.5	9.35206	17.8347	0	-0.819339	-0.57331	0	None	None
ChainingRodShaped	7680	3.29999	0.5	-10.2919	48.4575	0	0.895558	0.444945	0	7681	None
ChainingRodShaped	6958	3.2079	0.5	21.4472	44.6807	0	0.122293	-0.992494	0	6959	None
ChainingRodShaped	8758	2.14132	0.5	-28.3427	44.1261	0	0.933175	0.359424	0	8759	None
ChainingRodShaped	7168	4.18437	0.5	-24.4713	18.1976	0	-0.312369	0.949961	0	None	None
ChainingRodShaped	7654	4.38598	0.5	10.1837	-1.93388	0	0.0615634	-0.998103	0	None	None
ChainingRodShaped	8732	2.24731	0.5	1.79486	59.2173	0	0.382627	-0.923903	0	None	None
ChainingRodShaped	6062	4.70444	0.5	17.5203	33.7693	0	0.663433	0.748235	0	6063	None
ChainingRodShaped	8058	2.54932	0.5	-22.4185	44.3051	0	0.889632	0.456678	0	None	None
ChainingRodShaped	7756	3.99856	0.5	20.8725	42.3047	0	0.972927	-0.231114	0	None	None
ChainingRodShaped	7400	2.80428	0.5	63.9311	38.3027	0	0.572366	0.819998	0	7401	None
ChainingRodShaped	7108	4.95134	0.5	-21.8187	-4.60696	0	-0.483434	-0.875381	0	None	None
ChainingRodShaped	8644	2.11511	0.5	-13.0158	5.01317	0	-0.537283	-0.843402	0	8645	None
ChainingRodShaped	5728	4.41936	0.5	-33.8596	-21.28	0	-0.549246	-0.835661	0	8588	None
ChainingRodShaped	8654	2.19224	0.5	13.8891	109.247	0	-0.117943	0.99302	0	8655	None
ChainingRodShaped	7988	2.74271	0.5	10.078	58.241	0	0.201575	0.979473	0	7989	None
ChainingRodShaped	7374	3.72257	0.5	-32.2797	21.1776	0	-0.500267	0.865871	0	None	None
ChainingRodShaped	5276	4.40135	0.5	-7.22781	21.6451	0	0.457204	0.889362	0	6236	None
ChainingRodShaped	8124	2.91406	0.5	-17.6662	62.1933	0	0.986994	0.160756	0	None	None
ChainingRodShaped	7260	3.13925	0.5	-19.0315	47.5781	0	0.906059	-0.423152	0	None	None
ChainingRodShaped	6418	4.07707	0.5	11.2175	92.4798	0	-0.103346	0.994645	0	6419	None
ChainingRodShaped	6848	4.88137	0.5	27.3608	4.69537	0	-0.521637	-0.853168	0	None	None
ChainingRodShaped	5884	4.98363	0.5	33.9388	65.4015	0	-0.926697	0.375808	0	None	None
ChainingRodShaped	5842	4.63299	0.5	-24.8196	-15.6426	0	-0.974869	-0.222778	0	5843	None
ChainingRodShaped	7976	2.62271	0.5	62.1006	38.1204	0	0.801789	0.597607	0	None	None
ChainingRodShaped	8142	2.52932	0.5	34.3176	29.4942	0	-0.114049	0.993475	0	None	None
ChainingRodShaped	8310	2.67909	0.5	53.9854	29.775	0	0.486243	-0.873823	0	None	None
ChainingRodShaped	7438	4.29169	0.5	19.6123	23.6959	0	-0.172946	-0.984931	0	None	None
ChainingRodShaped	5564	3.98464	0.5	23.5546	42.8653	0	0.140068	-0.990142	0	5565	None
ChainingRodShaped	8700	2.17287	0.5	3.94611	-8.85079	0	0.901456	-0.432871	0	None	None
ChainingRodShaped	5742	4.3795	0.5	22.3403	44.9537	0	0.12595	-0.992037	0	8240	None
ChainingRodShaped	5660	4.982	0.5	31.2214	88.0028	0	-0.642274	0.766475	0	8002	None
ChainingRodShaped	6270	3.77401	0.5	-29.3894	-17.1577	0	-0.739639	-0.673004	0	8548	None
ChainingRodShaped	8438	2.36565	0.5	16.9911	34.4316	0	0.675896	0.736997	0	8439	None
ChainingRodShaped	8752	2.13248	0.5	-45.5908	-18.4926	0	-0.699063	-0.71506	0	8753	None
ChainingRodShaped	8256	2.52739	0.5	-36.5487	46.7225	0	0.923138	-0.38447	0	None	None
ChainingRodShaped	7690	4.15521	0.5	-27.9405	66.7649	0	-0.432204	0.901776	0	None	None
ChainingRodShaped	7814	3.04002	0.5	-13.4176	2.66148	0	-0.542839	-0.839837	0	7815	None
ChainingRodShaped	8802	2.10037	0.5	48.6443	45.9477	0	0.53954	-0.84196	0	None	None
ChainingRodShaped	7982	3.03623	0.5	10.1835	80.796	0	0.985156	-0.171661	0	7983	None
ChainingRodShaped	5096	4.79965	0.5	26.6185	22.0015	0	-0.0275634	-0.99962	0	6584	None
ChainingRodShaped	6698	4.00047	0.5	24.6874	-9.65745	0	-0.979866	-0.199655	0	None	None
ChainingRodShaped	8394	2.54296	0.5	37.5094	6.83268	0	-0.574439	-0.818547	0	None	None
ChainingRodShaped	6802	3.37872	0.5	-57.0618	27.4179	0	0.354894	-0.934906	0	6803	None
ChainingRodShaped	6074	4.7197	0.5	-2.34326	59.137	0	0.888425	-0.459023	0	None	None
ChainingRodShaped	6754	4.79902	0.5	-2.7567	58.3818	0	0.892078	-0.451881	0	6755	None
ChainingRodShaped	5828	4.52303	0.5	-8.44431	25.0387	0	0.464167	0.885748	0	7798	None
ChainingRodShaped	8088	2.50462	0.5	74.78	23.2466	0	0.484532	-0.874773	0	8089	None
ChainingRodShaped	7978	2.85212	0.5	-24.7641	25.1161	0	-1	-0.000748152	0	None	None
ChainingRodShaped	7008	4.51064	0.5	4.86065	60.2047	0	-0.372229	-0.928141	0	None	None
ChainingRodShaped	7706	2.74409	0.5	-88.7782	84.6308	0	-0.52827	0.849077	0	7707	None
ChainingRodShaped	6212	4.73234	0.5	58.4803	40.7005	0	0.437557	-0.899191	0	6213	None
ChainingRodShaped	8496	2.41978	0.5	-5.60149	-8.17838	0	0.52042	-0.853911	0	None	None
ChainingRodShaped	6124	4.10864	0.5	-26.5782	35.3037	0	0.881673	0.471861	0	6125	None
ChainingRodShaped	5310	4.98382	0.5	-52.4071	20.58	0	0.838569	0.544795	0	6866	7285
ChainingRodShaped	7282	3.68868	0.5	1.04586	-8.53466	0	0.897131	-0.441765	0	None	None
ChainingRodShaped	5576	4.37267	0.5	42.54	68.9299	0	0.53988	-0.841742	0	5577	5295
ChainingRodShaped	7114	3.12632	0.5	-65.2026	49.833	0	-0.720951	0.692986	0	7115	7961
ChainingRodShaped	6328	4.22511	0.5	-13.3953	55.4861	0	-0.996752	-0.0805367	0	None	None
ChainingRodShaped	7734	2.86104	0.5	-20.0884	37.9077	0	-0.429946	-0.902855	0	None	None
ChainingRodShaped	6204	3.30385	0.5	50.825	61.9729	0	0.584311	-0.81153	0	6205	5991
ChainingRodShaped	7194	3.93013	0.5	-18.8193	4.66798	0	0.486101	0.873902	0	7195	5983
ChainingRodShaped	6944	2.9787	0.5	-42.8068	75.6703	0	0.932137	-0.362105	0	6945	6985
