cell_type	cell_id	length	radius	pos_x	pos_y	pos_z	ori_x	ori_y	ori_z	lower_link	upper_link
ChainingRodShaped	3737	3.65759	0.5	-28.9808	31.1183	0	0.81997	0.572406	0	None	None
ChainingRodShaped	3735	2.77908	0.5	-19.3277	32.6404	0	-0.611724	-0.791071	0	None	None
ChainingRodShaped	3733	2.51907	0.5	20.2408	33.2284	0	0.254055	0.96719	0	3734	None
ChainingRodShaped	3731	2.33355	0.5	-7.00582	31.6562	0	0.708447	0.705764	0	3732	None
ChainingRodShaped	3729	3.28567	0.5	2.8656	26.0706	0	-0.85642	-0.51628	0	None	None
ChainingRodShaped	3727	3.99958	0.5	26.5914	44.2065	0	0.966148	-0.257989	0	None	None
ChainingRodShaped	3725	2.66421	0.5	-18.8662	25.1217	0	-0.772168	-0.635419	0	3726	None
ChainingRodShaped	3723	3.20914	0.5	-1.46763	24.6126	0	-0.134383	0.990929	0	None	None
ChainingRodShaped	3721	2.45497	0.5	15.9832	35.8533	0	0.990029	-0.140864	0	3722	None
ChainingRodShaped	3719	2.27414	0.5	28.2065	49.9145	0	-0.36595	-0.930634	0	3720	None
ChainingRodShaped	3717	3.4606	0.5	-25.2152	44.2465	0	0.344906	-0.938637	0	None	None
ChainingRodShaped	3715	2.33652	0.5	41.1487	46.762	0	0.504402	0.863469	0	3716	None
ChainingRodShaped	3713	2.51805	0.5	-16.2211	39.0411	0	0.0679747	-0.997687	0	3714	None
ChainingRodShaped	3711	3.01247	0.5	-18.8184	48.5272	0	0.44897	0.893547	0	None	None
ChainingRodShaped	3709	2.99535	0.5	21.7784	25.1574	0	0.0612304	-0.998124	0	None	None
ChainingRodShaped	3707	2.46686	0.5	-34.3266	48.4719	0	0.959827	0.280592	0	3708	None
ChainingRodShaped	3705	2.26604	0.5	0.209375	36.6718	0	-0.332225	0.9432	0	3706	None
ChainingRodShaped	3703	2.89491	0.5	31.6917	38.2682	0	-0.376973	0.926224	0	None	None
ChainingRodShaped	3701	4.15195	0.5	-6.94307	41.8152	0	-0.970002	0.243097	0	None	None
ChainingRodShaped	3699	3.96525	0.5	-33.7694	42.7188	0	-0.99985	-0.017314	0	None	None
ChainingRodShaped	3697	2.63116	0.5	12.5409	40.1613	0	0.794181	-0.607681	0	3698	None
ChainingRodShaped	3695	3.81363	0.5	8.80716	28.902	0	0.150188	-0.988657	0	None	None
ChainingRodShaped	3693	2.48463	0.5	9.91418	47.5082	0	0.668135	0.74404	0	3694	None
ChainingRodShaped	3691	3.2021	0.5	30.5161	41.7765	0	0.50398	0.863715	0	None	None
ChainingRodShaped	3689	2.54159	0.5	-38.1052	39.0097	0	0.630618	-0.776093	0	3690	None
ChainingRodShaped	3687	3.97841	0.5	-12.3391	23.5097	0	-0.807051	-0.590482	0	None	None
ChainingRodShaped	3685	2.41413	0.5	14.9269	25.9673	0	0.960371	-0.278724	0	3686	None
ChainingRodShaped	3683	3.11888	0.5	24.5671	36.7864	0	0.0679884	0.997686	0	None	None
ChainingRodShaped	3681	2.35725	0.5	-11.4778	41.1004	0	-0.349896	-0.936788	0	3682	None
ChainingRodShaped	3679	2.37278	0.5	16.6572	39.8918	0	0.313606	-0.949553	0	3680	None
ChainingRodShaped	3677	4.0258	0.5	8.16325	18.3954	0	-0.694852	-0.719153	0	None	None
ChainingRodShaped	3675	2.40902	0.5	-23.2742	37.5306	0	0.817942	-0.5753	0	3676	None
ChainingRodShaped	3673	2.29195	0.5	25.0959	39.9408	0	0.997547	-0.0699992	0	3674	None
ChainingRodShaped	3671	3.95381	0.5	-4.35624	24.284	0	0.159119	-0.987259	0	None	None
ChainingRodShaped	3669	3.67481	0.5	-13.8901	37.9984	0	-0.415327	0.909672	0	None	None
ChainingRodShaped	3667	3.73576	0.5	-5.06167	48.563	0	-0.751116	-0.66017	0	None	None
ChainingRodShaped	3665	2.27652	0.5	22.1417	49.0492	0	0.960506	0.27826	0	3666	None
ChainingRodShaped	3663	3.78115	0.5	3.59846	42.2596	0	-0.58148	0.813561	0	None	None
ChainingRodShaped	3661	2.49979	0.5	2.14874	18.6808	0	-0.999329	-0.0366208	0	3662	None
ChainingRodShaped	3659	2.49828	0.5	-26.2395	27.6859	0	-0.89206	-0.451917	0	3660	None
ChainingRodShaped	3657	2.66927	0.5	1.90187	49.648	0	-0.297788	-0.954632	0	3658	None
ChainingRodShaped	3655	3.75318	0.5	13.0198	49.2041	0	-0.745634	-0.666356	0	None	None
ChainingRodShaped	3653	2.31706	0.5	-8.19349	34.831	0	-0.40396	-0.914777	0	3654	None
ChainingRodShaped	3651	3.26009	0.5	5.25132	36.7532	0	-0.942154	0.33518	0	None	None
ChainingRodShaped	3649	2.42259	0.5	36.1878	49.5915	0	-0.896064	-0.443924	0	3650	None
ChainingRodShaped	3647	2.52917	0.5	-40.0218	43.7383	0	0.43101	-0.902347	0	3648	None
ChainingRodShaped	3645	3.11678	0.5	-10.793	49.1944	0	-0.434018	0.900904	0	None	None
ChainingRodShaped	3643	2.57876	0.5	31.3799	44.6827	0	0.720028	-0.693946	0	3644	None
ChainingRodShaped	3641	3.57978	0.5	-13.2591	49.1988	0	0.832865	-0.553476	0	None	None
ChainingRodShaped	3639	2.90162	0.5	27.8511	31.0179	0	0.130347	0.991468	0	None	None
ChainingRodShaped	3637	2.63793	0.5	-12.0354	30.7416	0	0.600522	0.799609	0	3638	None
ChainingRodShaped	3635	2.56218	0.5	-27.5664	49.3549	0	0.999283	0.0378742	0	3636	None
ChainingRodShaped	3633	2.53088	0.5	19.6198	23.5578	0	0.999048	-0.0436237	0	3634	None
ChainingRodShaped	3631	2.45483	0.5	1.16372	43.3491	0	-0.300038	-0.953927	0	3632	None
ChainingRodShaped	3629	3.29896	0.5	-30.6881	35.8546	0	0.853509	-0.521078	0	None	None
ChainingRodShaped	3627	3.33534	0.5	-41.0962	49.4417	0	0.22417	-0.97455	0	None	None
ChainingRodShaped	3625	2.41474	0.5	34.0649	43.881	0	0.223479	0.974709	0	3626	None
ChainingRodShaped	3623	3.06509	0.5	40.2367	38.1728	0	0.58219	-0.813053	0	None	None
ChainingRodShaped	3621	3.66298	0.5	-9.39113	17.7809	0	-0.84817	-0.529724	0	None	None
ChainingRodShaped	3619	4.21104	0.5	-21.0034	25.7484	0	0.332613	0.943063	0	None	None
ChainingRodShaped	3617	2.33892	0.5	-26.5559	31.7849	0	-0.319806	-0.947483	0	3618	None
ChainingRodShaped	3618	2.39698	0.5	-25.4788	34.9759	0	-0.319806	-0.947483	0	None	3617
ChainingRodShaped	3620	3.25412	0.5	-23.0638	21.9218	0	0.24427	0.969707	0	None	None
ChainingRodShaped	3622	4.13124	0.5	-6.65975	20.7698	0	-0.824573	-0.565756	0	None	None
ChainingRodShaped	3624	3.26842	0.5	37.8501	41.5841	0	0.579454	-0.815005	0	None	None
ChainingRodShaped	3626	2.37285	0.5	33.3065	40.5731	0	0.223479	0.974709	0	None	3625
ChainingRodShaped	3628	3.86054	0.5	-40.9331	53.4243	0	0.181392	-0.983411	0	None	None
ChainingRodShaped	3630	4.08004	0.5	-34.5725	37.0952	0	0.854412	-0.519596	0	None	None
ChainingRodShaped	3632	2.56051	0.5	2.21612	46.695	0	-0.300038	-0.953927	0	None	3631
ChainingRodShaped	3634	2.43594	0.5	16.1398	23.7098	0	0.999048	-0.0436229	0	None	3633
ChainingRodShaped	3636	2.37184	0.5	-31.0306	49.2237	0	0.999283	0.0378586	0	None	3635
ChainingRodShaped	3638	2.51965	0.5	-14.1845	27.8801	0	0.600521	0.799609	0	None	3637
ChainingRodShaped	3640	2.85884	0.5	27.2164	27.1979	0	0.134574	0.990904	0	None	None
ChainingRodShaped	3642	3.25344	0.5	-15.8945	52.0102	0	0.852092	-0.523391	0	None	None
