cell_type	cell_id	length	radius	pos_x	pos_y	pos_z	ori_x	ori_y	ori_z	lower_link	upper_link
ChainingRodShaped	506	4.92675	0.5	-23.3048	22.9477	0	0.482198	-0.876062	0	None	None
ChainingRodShaped	302	4.60439	0.5	-85.5161	-109.149	0	-0.615592	-0.788065	0	534	None
ChainingRodShaped	676	3.46656	0.5	12.0579	84.7074	0	0.242304	-0.9702	0	677	245
ChainingRodShaped	486	4.21257	0.5	-15.8202	18.9718	0	-0.891902	-0.452229	0	None	None
ChainingRodShaped	964	2.62743	0.5	-14.2129	18.1738	0	-0.992641	-0.121093	0	None	None
ChainingRodShaped	806	2.66116	0.5	-46.8306	14.3408	0	-0.892677	-0.450696	0	807	867
ChainingRodShaped	944	2.40327	0.5	-5.78274	18.0983	0	-0.855001	-0.518626	0	None	None
ChainingRodShaped	988	2.35443	0.5	-19.6128	20.7935	0	0.586692	-0.80981	0	None	None
ChainingRodShaped	766	2.76618	0.5	-60.0126	-28.9209	0	0.174689	-0.984624	0	767	951
ChainingRodShaped	310	4.5037	0.5	28.9997	12.3721	0	-0.797883	-0.602812	0	832	521
ChainingRodShaped	590	3.83542	0.5	23.0368	121.909	0	-0.663507	-0.74817	0	591	839
ChainingRodShaped	810	3.74015	0.5	-10.2776	23.8564	0	-0.152907	-0.988241	0	None	None
ChainingRodShaped	976	2.241	0.5	-7.05669	27.2775	0	-0.752447	-0.658653	0	None	None
ChainingRodShaped	784	3.10543	0.5	-14.5433	40.4569	0	-0.358534	-0.933517	0	None	None
ChainingRodShaped	846	3.17512	0.5	2.66716	33.2123	0	-0.970314	-0.241847	0	None	None
ChainingRodShaped	908	2.656	0.5	-29.2993	42.7555	0	-0.661831	-0.749653	0	None	None
ChainingRodShaped	1006	2.18414	0.5	24.987	59.8571	0	0.581449	-0.813583	0	1007	241
ChainingRodShaped	404	4.95284	0.5	-8.58195	18.5246	0	-0.732582	-0.680678	0	None	None
ChainingRodShaped	516	3.92097	0.5	-60.6679	-70.9019	0	-0.367311	-0.930098	0	517	525
ChainingRodShaped	1014	2.1291	0.5	-19.7604	53.7885	0	-0.163963	-0.986466	0	None	None
ChainingRodShaped	776	2.85613	0.5	-20.4038	18.5173	0	-0.811146	0.584843	0	None	None
ChainingRodShaped	726	4.55324	0.5	-19.1623	39.1269	0	-0.983671	-0.179978	0	None	None
ChainingRodShaped	450	4.65407	0.5	-30.6839	35.5838	0	0.488248	-0.872705	0	None	None
ChainingRodShaped	504	4.88311	0.5	-5.65483	42.2947	0	-0.183733	-0.982976	0	None	None
ChainingRodShaped	812	3.64598	0.5	-9.12929	24.9155	0	-0.152254	-0.988341	0	None	None
ChainingRodShaped	586	4.51909	0.5	-26.1585	37.9151	0	-0.0281261	-0.999604	0	None	None
ChainingRodShaped	468	4.19011	0.5	-11.3775	10.473	0	-0.924603	0.380932	0	820	877
ChainingRodShaped	566	4.43099	0.5	1.58226	28.6642	0	0.0889331	-0.996038	0	None	None
ChainingRodShaped	554	4.85884	0.5	13.5298	44.4844	0	-0.260159	-0.965566	0	None	None
ChainingRodShaped	608	3.11753	0.5	46.5327	146.127	0	-0.680882	-0.732393	0	609	779
ChainingRodShaped	750	3.28753	0.5	37.7699	36.0285	0	0.216921	-0.976189	0	751	931
ChainingRodShaped	972	2.54321	0.5	7.02989	40.9806	0	0.143405	-0.989664	0	None	None
ChainingRodShaped	912	2.40138	0.5	-11.682	55.581	0	-0.44837	-0.893848	0	None	None
ChainingRodShaped	522	4.98654	0.5	-57.0849	-50.3969	0	0.0414558	-0.99914	0	523	985
ChainingRodShaped	836	2.60959	0.5	-6.61719	42.4501	0	-0.173894	-0.984764	0	None	None
ChainingRodShaped	600	3.46685	0.5	11.7953	101.776	0	-0.230389	-0.973099	0	601	673
ChainingRodShaped	688	3.57817	0.5	-75.3247	-95.8836	0	-0.594021	-0.804449	0	689	991
ChainingRodShaped	834	3.18653	0.5	-8.57188	31.6031	0	-0.517498	-0.855684	0	None	None
ChainingRodShaped	840	3.12961	0.5	-21.5583	26.4906	0	0.763371	-0.64596	0	None	None
ChainingRodShaped	454	4.32872	0.5	-30.0204	43.4373	0	-0.675737	-0.737143	0	None	None
ChainingRodShaped	722	3.0135	0.5	1.09563	44.92	0	-0.633483	-0.773757	0	None	None
ChainingRodShaped	612	4.96356	0.5	-23.4482	52.0901	0	0.698473	-0.715637	0	None	None
ChainingRodShaped	786	3.32657	0.5	-15.8598	55.1974	0	-0.593044	-0.80517	0	None	None
ChainingRodShaped	890	2.77744	0.5	-11.9263	20.4117	0	0.544437	-0.838802	0	None	None
ChainingRodShaped	478	4.72026	0.5	17.9863	70.5654	0	0.500908	-0.8655	0	479	461
ChainingRodShaped	434	4.9585	0.5	-59.6078	-3.18169	0	-0.275182	-0.961392	0	435	679
ChainingRodShaped	542	3.80196	0.5	12.1579	39.4253	0	-0.422301	-0.906456	0	None	None
ChainingRodShaped	768	3.21348	0.5	11.1312	5.52285	0	-0.998248	-0.0591709	0	769	371
ChainingRodShaped	1026	2.08177	0.5	-4.02834	50.7145	0	-0.769969	-0.638082	0	None	None
ChainingRodShaped	570	3.59729	0.5	-17.8853	47.3609	0	-0.984804	-0.173669	0	None	None
ChainingRodShaped	790	2.75297	0.5	0.627473	28.3338	0	0.0889511	-0.996036	0	None	None
ChainingRodShaped	732	4.49326	0.5	11.5828	43.6803	0	0.195156	-0.980772	0	None	None
ChainingRodShaped	932	2.73263	0.5	-11.675	22.8132	0	0.161242	-0.986915	0	None	None
ChainingRodShaped	480	3.98448	0.5	-22.7958	14.8151	0	-0.952772	0.303685	0	876	871
ChainingRodShaped	668	2.88649	0.5	32.5058	48.714	0	0.501728	-0.865025	0	669	343
ChainingRodShaped	752	2.56976	0.5	36.5447	21.4704	0	-0.396771	-0.917918	0	753	833
ChainingRodShaped	382	4.94013	0.5	-2.20154	57.6471	0	-0.502084	-0.864819	0	None	None
ChainingRodShaped	966	2.34089	0.5	-4.12817	52.5098	0	-0.414877	-0.909877	0	None	None
ChainingRodShaped	410	4.68526	0.5	-16.0383	51.7315	0	-0.606682	-0.794945	0	None	None
