cell_type	cell_id	length	radius	pos_x	pos_y	pos_z	ori_x	ori_y	ori_z	lower_link	upper_link
ChainingRodShaped	48041	2.14908	0.5	21.7657	212.144	0	0.818913	0.573917	0	48042	None
ChainingRodShaped	47139	2.40412	0.5	-54.407	-40.662	0	-0.38192	-0.924195	0	None	None
ChainingRodShaped	39161	3.24929	0.5	-135.3	22.7195	0	0.193536	0.981093	0	39162	None
ChainingRodShaped	36295	4.22085	0.5	65.4486	-69.2058	0	-0.0711952	-0.997462	0	None	None
ChainingRodShaped	47735	2.16806	0.5	41.1117	106.971	0	0.764211	0.644967	0	None	None
ChainingRodShaped	39667	2.78449	0.5	-37.6018	140.56	0	-0.88218	-0.470912	0	None	None
ChainingRodShaped	32895	3.44532	0.5	-11.8439	-10.8614	0	0.836009	0.548715	0	None	None
ChainingRodShaped	33321	4.03844	0.5	131.531	-114.698	0	0.930721	-0.365729	0	33322	None
ChainingRodShaped	21225	4.85282	0.5	69.5927	-94.9321	0	-0.167185	-0.985926	0	43201	None
ChainingRodShaped	14625	4.40202	0.5	-20.1392	-107.85	0	0.211296	-0.977422	0	25451	None
ChainingRodShaped	25449	4.12941	0.5	-150.193	-77.2089	0	-0.98499	0.172611	0	25450	None
ChainingRodShaped	42759	3.08477	0.5	-31.4283	-100.931	0	0.392126	-0.919912	0	None	None
ChainingRodShaped	39253	3.45113	0.5	-60.93	-84.5694	0	0.379445	-0.925214	0	None	None
ChainingRodShaped	40913	3.30545	0.5	71.355	23.883	0	0.164823	0.986323	0	None	None
ChainingRodShaped	22403	4.82873	0.5	-108.696	51.3739	0	0.93132	0.364203	0	None	None
ChainingRodShaped	39043	2.92637	0.5	11.1367	94.3465	0	-0.731336	0.682018	0	None	None
ChainingRodShaped	24785	4.40692	0.5	-10.7587	-163.222	0	-0.229392	-0.973334	0	47445	None
ChainingRodShaped	18719	4.33973	0.5	22.2781	208.724	0	0.831395	0.555682	0	35501	None
ChainingRodShaped	33905	2.87572	0.5	117.832	-128.584	0	0.531611	-0.846989	0	33906	None
ChainingRodShaped	29839	3.55694	0.5	-28.7979	-62.4743	0	0.82562	-0.564226	0	29840	None
ChainingRodShaped	43283	2.7316	0.5	66.7617	204.315	0	-0.293847	0.955853	0	43284	None
ChainingRodShaped	37259	3.56894	0.5	61.0365	-161.226	0	-0.999819	-0.0190498	0	37260	None
ChainingRodShaped	22757	4.59498	0.5	-51.4515	-23.8679	0	0.0475871	-0.998867	0	38625	None
ChainingRodShaped	29763	4.63322	0.5	-48.4418	-4.69744	0	-0.563026	-0.826439	0	None	None
ChainingRodShaped	38821	3.19861	0.5	-98.4377	-48.3491	0	-0.850161	0.526523	0	None	None
ChainingRodShaped	42561	2.93264	0.5	64.0838	175.365	0	0.376322	0.926489	0	None	None
ChainingRodShaped	24391	4.49239	0.5	235.63	40.7998	0	0.996487	0.0837419	0	24392	None
ChainingRodShaped	28495	4.85184	0.5	102.216	19.5024	0	0.934047	-0.357149	0	None	None
ChainingRodShaped	42587	3.03268	0.5	49.2392	-51.901	0	-0.282163	-0.959366	0	None	None
ChainingRodShaped	38273	2.66663	0.5	-12.0892	-152.451	0	-0.127381	-0.991854	0	38274	None
ChainingRodShaped	38853	3.68447	0.5	76.0768	-27.878	0	0.911231	-0.411895	0	None	None
ChainingRodShaped	26819	4.80141	0.5	19.7256	205.953	0	0.859015	0.511951	0	46869	None
ChainingRodShaped	44679	2.39886	0.5	-152.657	-75.6841	0	-0.980543	0.196307	0	44680	None
ChainingRodShaped	13091	4.97084	0.5	-13.3899	-136.815	0	0.339556	-0.940586	0	35905	None
ChainingRodShaped	18723	4.74779	0.5	-17.0049	-165.196	0	-0.507644	-0.861567	0	45055	None
ChainingRodShaped	37465	2.92366	0.5	-28.929	246.072	0	-0.998078	0.0619717	0	37466	None
ChainingRodShaped	33289	4.25254	0.5	70.9668	184.194	0	-0.248015	0.968756	0	None	None
ChainingRodShaped	28567	3.5392	0.5	-10.292	-139.692	0	0.271018	-0.962574	0	28568	None
ChainingRodShaped	39219	2.85922	0.5	65.5806	-77.3364	0	-0.443001	-0.896521	0	None	None
ChainingRodShaped	25031	4.78469	0.5	114.247	57.9305	0	-0.320729	-0.947171	0	None	None
ChainingRodShaped	46531	2.29422	0.5	46.3893	4.64863	0	0.0387209	-0.99925	0	None	None
ChainingRodShaped	27575	3.4681	0.5	-77.7185	93.0094	0	-0.351046	0.936358	0	27576	None
ChainingRodShaped	21273	4.04999	0.5	-52.9144	-41.9597	0	-0.409794	-0.912178	0	47097	None
ChainingRodShaped	26407	3.43776	0.5	-131.586	36.1737	0	0.193421	0.981116	0	26408	None
ChainingRodShaped	35547	2.93118	0.5	10.5875	76.6477	0	0.738919	-0.673794	0	35548	None
ChainingRodShaped	26589	4.08541	0.5	17.4577	-92.2056	0	0.0292454	-0.999572	0	None	None
ChainingRodShaped	28003	4.26979	0.5	-29.4753	186.332	0	0.851711	0.524011	0	28004	None
ChainingRodShaped	31681	3.92738	0.5	-119.153	-91.0577	0	-0.576384	-0.817179	0	31682	None
ChainingRodShaped	34069	4.38817	0.5	96.2334	-14.8256	0	0.849682	-0.527296	0	None	None
ChainingRodShaped	24025	4.9089	0.5	-48.7368	158.675	0	-0.126556	0.991959	0	None	None
ChainingRodShaped	21289	4.63777	0.5	15.587	-81.1965	0	0.28878	-0.957396	0	None	None
ChainingRodShaped	41869	2.55437	0.5	-78.9515	-168.23	0	-0.996303	0.0859043	0	41870	None
ChainingRodShaped	31627	4.76011	0.5	-32.0919	182.636	0	0.811951	0.583726	0	None	None
ChainingRodShaped	34767	3.48708	0.5	66.5774	192.792	0	-0.268941	0.963157	0	34768	None
ChainingRodShaped	33913	4.63589	0.5	-93.6072	132.09	0	0.184536	0.982826	0	None	None
ChainingRodShaped	39611	3.30445	0.5	4.48759	-26.9566	0	0.678507	-0.734594	0	None	None
ChainingRodShaped	48153	2.1558	0.5	-7.73442	70.7692	0	-0.868913	0.494965	0	None	None
ChainingRodShaped	47285	2.15284	0.5	117.167	17.0941	0	0.98679	0.162007	0	None	None
ChainingRodShaped	36645	4.06636	0.5	106.115	19.7318	0	0.713255	-0.700905	0	None	None
ChainingRodShaped	21197	4.25719	0.5	-53.2487	-48.9818	0	-0.666063	-0.745896	0	21198	None
ChainingRodShaped	49825	2.00394	0.5	-26.281	16.3618	0	0.88591	0.463857	0	None	None
ChainingRodShaped	40369	2.89521	0.5	-20.7612	22.9864	0	-0.90065	-0.434545	0	None	None
ChainingRodShaped	39981	3.07027	0.5	24.2941	-12.2467	0	-0.633662	0.77361	0	39982	24320
ChainingRodShaped	48379	2.09944	0.5	86.0851	87.946	0	-0.20577	-0.9786	0	None	None
ChainingRodShaped	41875	2.5391	0.5	106.586	24.5987	0	-0.965733	-0.259538	0	None	None
ChainingRodShaped	31107	3.25466	0.5	-7.2522	69.7409	0	-0.873584	0.486673	0	None	None
ChainingRodShaped	28193	4.61235	0.5	36.1066	-89.6338	0	0.838146	-0.545446	0	None	None
ChainingRodShaped	43753	2.9083	0.5	-109.234	-56.7851	0	0.0444838	-0.99901	0	None	None
ChainingRodShaped	44701	2.48885	0.5	94.4716	-65.7025	0	0.781862	0.623451	0	44702	32876
ChainingRodShaped	42911	3.01044	0.5	-53.2899	172.815	0	0.802238	0.597005	0	None	None
ChainingRodShaped	47027	2.14712	0.5	17.0111	-28.203	0	-0.72792	0.685662	0	47028	43194
ChainingRodShaped	45711	2.32564	0.5	20.8745	-57.0552	0	-0.0958939	0.995392	0	None	None
ChainingRodShaped	38869	3.0748	0.5	-57.2033	143.28	0	0.689668	0.724126	0	None	None
ChainingRodShaped	32681	3.56487	0.5	131.88	-4.76098	0	0.95954	-0.281572	0	None	None
ChainingRodShaped	32201	4.2542	0.5	-91.0456	62.4956	0	0.722934	-0.690917	0	32202	23036
ChainingRodShaped	39471	3.11114	0.5	-89.8621	17.7684	0	0.75962	0.650368	0	39472	34114
ChainingRodShaped	32477	4.94134	0.5	10.8038	-94.7983	0	-0.5358	0.844345	0	None	None
ChainingRodShaped	31407	4.37115	0.5	80.5192	187.547	0	-0.0695878	0.997576	0	31408	39890
ChainingRodShaped	31131	4.39088	0.5	-105.014	-53.6255	0	0.0273425	-0.999626	0	31132	46142
ChainingRodShaped	43147	2.43027	0.5	42.5079	43.962	0	-0.809817	-0.586683	0	43148	36104
ChainingRodShaped	29995	4.39834	0.5	-79.1981	9.13575	0	0.569388	0.822069	0	29996	25286
ChainingRodShaped	27855	4.64077	0.5	78.8716	163.804	0	0.421322	-0.906911	0	None	None
ChainingRodShaped	27021	4.44931	0.5	4.20938	81.1004	0	0.839351	-0.54359	0	None	None
ChainingRodShaped	43343	2.43097	0.5	73.6628	-50.6296	0	0.858073	0.513528	0	None	None
ChainingRodShaped	30449	3.3392	0.5	-38.8662	22.2854	0	-0.860291	-0.509804	0	30450	29894
ChainingRodShaped	26933	3.8655	0.5	78.0207	73.4614	0	-0.592319	0.805703	0	None	None
ChainingRodShaped	32379	3.10774	0.5	-106.769	29.1291	0	0.842333	0.538958	0	32380	14058
ChainingRodShaped	30963	3.48015	0.5	-46.8201	17.0793	0	-0.869433	-0.494051	0	30964	29944
ChainingRodShaped	32741	3.42529	0.5	-41.9207	37.0536	0	-0.703894	-0.710305	0	32742	24272
ChainingRodShaped	20761	4.89716	0.5	-83.9275	158.818	0	-0.727839	-0.685748	0	20762	30976
ChainingRodShaped	32889	3.02684	0.5	-72.391	31.0207	0	0.733026	0.680201	0	32890	48168
ChainingRodShaped	28855	4.57469	0.5	65.5708	165.345	0	0.178989	0.983851	0	None	None
ChainingRodShaped	30165	4.61108	0.5	-37.9441	44.1093	0	-0.145293	-0.989389	0	30166	40536
ChainingRodShaped	33897	4.00108	0.5	45.9049	-48.472	0	-0.374	0.927429	0	None	None
ChainingRodShaped	25849	4.64418	0.5	80.4988	146.253	0	-0.285439	0.958397	0	None	None
ChainingRodShaped	31411	3.36745	0.5	100.375	143.08	0	0.202633	-0.979255	0	31412	41238
ChainingRodShaped	46359	2.32925	0.5	52.3685	134.999	0	0.337733	0.941242	0	None	None
ChainingRodShaped	32091	4.09838	0.5	-55.4586	-98.9107	0	0.721145	-0.692785	0	None	None
ChainingRodShaped	33469	3.21135	0.5	-21.8624	119.303	0	-0.532639	-0.846343	0	None	None
ChainingRodShaped	47495	2.2381	0.5	20.5748	202.347	0	-0.944385	-0.328842	0	47496	38964
ChainingRodShaped	42627	2.71277	0.5	105.097	-18.54	0	0.739016	-0.673688	0	42628	46262
ChainingRodShaped	20555	4.85149	0.5	129.209	-47.1616	0	0.759136	0.650933	0	37467	18584
ChainingRodShaped	13739	4.70824	0.5	3.97624	50.3843	0	-0.157603	-0.987503	0	31453	42272
ChainingRodShaped	19257	4.20368	0.5	77.9352	-63.2775	0	-0.685476	-0.728095	0	35825	42330
ChainingRodShaped	37461	3.00538	0.5	-92.3767	93.31	0	0.0162247	0.999868	0	37462	16244
ChainingRodShaped	27301	3.20251	0.5	68.402	-76.9332	0	-0.464537	-0.885554	0	27302	16284
ChainingRodShaped	27139	4.0125	0.5	-28.6498	16.2416	0	-0.894821	-0.446425	0	None	None
ChainingRodShaped	36325	3.02171	0.5	-97.1669	141.758	0	0.560562	0.828112	0	None	None
ChainingRodShaped	43903	2.60863	0.5	84.0692	-68.092	0	-0.719629	-0.694359	0	None	None
ChainingRodShaped	44763	2.29293	0.5	-33.9241	-96.6039	0	0.310914	-0.950438	0	None	None
ChainingRodShaped	33183	4.36877	0.5	-73.7632	-8.46968	0	-0.0627386	-0.99803	0	None	None
ChainingRodShaped	18725	3.93868	0.5	-118.944	112.225	0	-0.637297	-0.770618	0	34085	45786
ChainingRodShaped	32735	3.1174	0.5	45.8665	-68.7853	0	0.0528862	0.998601	0	32736	28990
ChainingRodShaped	45535	2.18322	0.5	45.642	9.28562	0	-0.140783	-0.99004	0	45536	24322
ChainingRodShaped	49115	2.07138	0.5	151.699	-3.12803	0	0.306768	-0.951784	0	49116	24254
ChainingRodShaped	46849	2.44336	0.5	-22.7619	-103.689	0	0.413775	-0.910379	0	None	None
ChainingRodShaped	24869	4.83958	0.5	-58.4449	97.3761	0	-0.671419	-0.741078	0	None	None
ChainingRodShaped	47847	2.25745	0.5	62.5015	-4.12578	0	0.964906	-0.262595	0	None	None
ChainingRodShaped	37169	3.93984	0.5	37.7646	-15.8362	0	-0.595665	0.803233	0	None	None
ChainingRodShaped	17379	4.30002	0.5	-108.287	-87.3426	0	-0.601568	-0.798821	0	35023	46694
ChainingRodShaped	39057	2.80115	0.5	55.3184	138.517	0	0.327525	0.944842	0	None	None
ChainingRodShaped	26463	3.95553	0.5	-98.2739	58.4519	0	-0.811104	0.584902	0	26464	28652
ChainingRodShaped	44529	2.71642	0.5	-57.7531	-66.809	0	0.556603	-0.830779	0	None	None
ChainingRodShaped	20609	4.38055	0.5	67.3596	-101.342	0	0.648115	-0.761543	0	None	None
ChainingRodShaped	33119	4.27423	0.5	44.9594	-31.6903	0	0.874172	-0.485616	0	None	None
ChainingRodShaped	48499	2.20024	0.5	-7.09186	196.954	0	0.959437	0.281925	0	None	None
ChainingRodShaped	35633	3.23776	0.5	29.564	-62.6084	0	0.498759	-0.86674	0	None	None
ChainingRodShaped	30095	4.18603	0.5	-88.3576	92.4054	0	-0.19835	0.980131	0	None	None
ChainingRodShaped	40201	2.94877	0.5	79.8082	138.224	0	-0.112531	-0.993648	0	None	None
ChainingRodShaped	46059	2.37332	0.5	47.8762	129.166	0	0.577626	0.816302	0	None	None
ChainingRodShaped	42201	2.71006	0.5	48.0679	-25.0512	0	0.91734	-0.398105	0	None	None
