cell_type	cell_id	length	radius	pos_x	pos_y	pos_z	ori_x	ori_y	ori_z	lower_link	upper_link
ChainingRodShaped	181	3.21925	0.5	11.6814	12.8147	0	0.422456	-0.906383	0	None	None
ChainingRodShaped	57	3.36718	0.5	-23.5115	41.2878	0	0.977853	-0.209291	0	58	None
ChainingRodShaped	49	3.45001	0.5	-32.939	43.3056	0	0.977853	-0.209291	0	50	58
ChainingRodShaped	201	3.78537	0.5	18.1498	14.641	0	0.597747	0.801685	0	None	None
ChainingRodShaped	223	3.1868	0.5	18.3525	16.5986	0	-0.643358	-0.765565	0	None	None
ChainingRodShaped	187	3.67976	0.5	16.1337	16.0037	0	0.255544	-0.966797	0	None	None
ChainingRodShaped	161	4.32487	0.5	18.2029	23.4874	0	-0.196962	-0.980411	0	None	None
ChainingRodShaped	281	2.11534	0.5	2.43264	19.4505	0	-0.662981	-0.748636	0	None	None
ChainingRodShaped	275	2.24436	0.5	16.1855	19.7329	0	0.0231022	-0.999733	0	None	None
ChainingRodShaped	221	3.00356	0.5	17.9336	34.6656	0	0.5585	-0.829504	0	None	None
ChainingRodShaped	173	4.54286	0.5	11.3541	15.5155	0	0.564837	-0.825203	0	None	None
ChainingRodShaped	207	3.93683	0.5	2.7236	25.7334	0	-0.259454	-0.965755	0	None	None
ChainingRodShaped	213	3.34512	0.5	12.7726	19.2277	0	0.400777	-0.916175	0	None	None
ChainingRodShaped	195	4.37427	0.5	11.382	33.8774	0	0.985879	-0.167462	0	None	None
ChainingRodShaped	199	4.05738	0.5	15.9593	30.7716	0	0.950335	-0.311228	0	None	None
ChainingRodShaped	243	2.75121	0.5	19.5609	32.7319	0	-0.868626	-0.495468	0	None	None
ChainingRodShaped	171	4.64301	0.5	3.60428	19.2603	0	-0.664742	-0.747073	0	None	None
ChainingRodShaped	123	4.12078	0.5	10.204	39.5313	0	0.895435	-0.445192	0	None	None
ChainingRodShaped	149	4.27437	0.5	14.3084	23.3087	0	0.698106	-0.715994	0	None	None
ChainingRodShaped	185	3.14504	0.5	16.1626	12.3629	0	0.305644	-0.952146	0	None	None
ChainingRodShaped	179	4.26035	0.5	1.41744	36.3015	0	0.92341	0.383815	0	None	None
ChainingRodShaped	177	3.21895	0.5	1.09478	23.5949	0	-0.272949	-0.962029	0	None	None
