cell_type	cell_id	length	radius	pos_x	pos_y	pos_z	ori_x	ori_y	ori_z	lower_link	upper_link
ChainingRodShaped	37	4.17278	0.5	13.2864	37.0555	0	0.882251	-0.470779	0	38	None
ChainingRodShaped	49	3.50305	0.5	3.12407	41.3428	0	0.882718	-0.469904	0	None	None
ChainingRodShaped	47	3.25956	0.5	1.31961	40.1762	0	0.996607	0.0823053	0	None	None
ChainingRodShaped	25	4.83079	0.5	-7.54038	48.1344	0	0.883806	-0.467853	0	45	54
ChainingRodShaped	29	4.8684	0.5	-1.86287	41.7725	0	0.977796	-0.209559	0	None	None
ChainingRodShaped	57	2.09995	0.5	5.38303	41.2715	0	0.882455	-0.470397	0	58	38
ChainingRodShaped	39	4.9351	0.5	-6.08728	37.3208	0	0.993412	0.1146	0	None	None
ChainingRodShaped	51	2.7085	0.5	-2.88943	43.0088	0	0.977325	-0.211747	0	None	None
ChainingRodShaped	41	4.09575	0.5	-7.59846	40.6292	0	0.952164	0.305588	0	None	None
ChainingRodShaped	43	4.9666	0.5	-4.20432	38.5632	0	0.997529	0.0702563	0	None	None
ChainingRodShaped	45	3.12632	0.5	-11.9378	50.4617	0	0.883898	-0.46768	0	46	25
ChainingRodShaped	53	2.40112	0.5	-0.343224	44.3193	0	0.883099	-0.469187	0	54	58
ChainingRodShaped	30	4.45226	0.5	-7.43172	41.9681	0	0.986018	0.166639	0	None	None
ChainingRodShaped	55	2.29699	0.5	-4.19286	44.3868	0	0.961643	-0.274305	0	None	None
ChainingRodShaped	34	3.85142	0.5	-8.34994	43.7736	0	0.893436	0.449191	0	None	None
ChainingRodShaped	36	4.38105	0.5	-5.60371	40.1614	0	0.89483	0.446407	0	None	None
ChainingRodShaped	38	3.8273	0.5	8.87703	39.4081	0	0.882295	-0.470697	0	57	37
ChainingRodShaped	40	4.08864	0.5	-9.93518	36.2343	0	0.989381	-0.145347	0	None	None
ChainingRodShaped	42	4.18589	0.5	-10.6105	38.7794	0	0.981522	0.191349	0	None	None
ChainingRodShaped	44	4.24041	0.5	-9.74725	37.8557	0	0.987589	0.157063	0	None	None
ChainingRodShaped	46	3.06709	0.5	-15.5572	52.3767	0	0.88392	-0.467638	0	None	45
ChainingRodShaped	48	3.68922	0.5	-2.8928	40.0623	0	0.956739	0.290949	0	None	None
ChainingRodShaped	50	3.17223	0.5	-0.698503	43.3823	0	0.882016	-0.47122	0	None	None
ChainingRodShaped	52	2.74309	0.5	-6.51257	43.2255	0	0.973062	0.230544	0	None	None
ChainingRodShaped	54	2.53908	0.5	-3.40424	45.9437	0	0.883532	-0.468371	0	25	53
ChainingRodShaped	56	2.45162	0.5	-6.93014	45.8069	0	0.986302	-0.16495	0	None	None
ChainingRodShaped	58	2.24532	0.5	2.58673	42.7611	0	0.882719	-0.469901	0	53	57
